180	-60  	     1	7.57e-08	  -1.5	-0.866	-8.46e-08	-1.47e-07	   1.4	  1.68	 0.484	6.86e-08	1.94e-07	1.95e-07	-0.859	 -2.23	 -1.11	-0.261	
190	-60  	     1	  0.15	  -1.5	-0.853	-0.166	-0.291	   1.4	  1.65	 0.455	 0.131	 0.379	 0.387	-0.859	 -2.19	 -1.04	-0.226	
200	-60  	     1	 0.296	  -1.5	-0.814	-0.311	-0.574	   1.4	  1.58	 0.371	 0.226	 0.713	 0.762	-0.859	 -2.09	 -0.85	-0.131	
210	-60  	     1	 0.433	  -1.5	 -0.75	-0.419	-0.839	   1.4	  1.45	 0.242	 0.261	 0.961	  1.11	-0.859	 -1.93	-0.555	-1.35e-08	
220	-60  	     1	 0.557	  -1.5	-0.663	-0.477	 -1.08	   1.4	  1.28	0.0841	 0.226	  1.09	  1.43	-0.859	 -1.71	-0.193	 0.131	
230	-60  	     1	 0.663	  -1.5	-0.557	-0.477	 -1.28	   1.4	  1.08	-0.0841	 0.131	  1.09	  1.71	-0.859	 -1.43	 0.193	 0.226	
240	-60  	     1	  0.75	  -1.5	-0.433	-0.419	 -1.45	   1.4	 0.839	-0.242	-9.14e-08	 0.961	  1.93	-0.859	 -1.11	 0.555	 0.261	
250	-60  	     1	 0.814	  -1.5	-0.296	-0.311	 -1.58	   1.4	 0.574	-0.371	-0.131	 0.713	  2.09	-0.859	-0.762	  0.85	 0.226	
260	-60  	     1	 0.853	  -1.5	 -0.15	-0.166	 -1.65	   1.4	 0.291	-0.455	-0.226	 0.379	  2.19	-0.859	-0.387	  1.04	 0.131	
270	-60  	     1	 0.866	  -1.5	1.03e-08	1.15e-08	 -1.68	   1.4	-2e-08	-0.484	-0.261	-2.65e-08	  2.23	-0.859	2.66e-08	  1.11	-9.35e-09	
280	-60  	     1	 0.853	  -1.5	  0.15	 0.166	 -1.65	   1.4	-0.291	-0.455	-0.226	-0.379	  2.19	-0.859	 0.387	  1.04	-0.131	
290	-60  	     1	 0.814	  -1.5	 0.296	 0.311	 -1.58	   1.4	-0.574	-0.371	-0.131	-0.713	  2.09	-0.859	 0.762	  0.85	-0.226	
300	-60  	     1	  0.75	  -1.5	 0.433	 0.419	 -1.45	   1.4	-0.839	-0.242	-7.27e-08	-0.961	  1.93	-0.859	  1.11	 0.555	-0.261	
310	-60  	     1	 0.663	  -1.5	 0.557	 0.477	 -1.28	   1.4	 -1.08	-0.0841	 0.131	 -1.09	  1.71	-0.859	  1.43	 0.193	-0.226	
320	-60  	     1	 0.557	  -1.5	 0.663	 0.477	 -1.08	   1.4	 -1.28	0.0841	 0.226	 -1.09	  1.43	-0.859	  1.71	-0.193	-0.131	
330	-60  	     1	 0.433	  -1.5	  0.75	 0.419	-0.839	   1.4	 -1.45	 0.242	 0.261	-0.961	  1.11	-0.859	  1.93	-0.555	-1.55e-07	
340	-60  	     1	 0.296	  -1.5	 0.814	 0.311	-0.574	   1.4	 -1.58	 0.371	 0.226	-0.713	 0.762	-0.859	  2.09	 -0.85	 0.131	
350	-60  	     1	  0.15	  -1.5	 0.853	 0.166	-0.291	   1.4	 -1.65	 0.455	 0.131	-0.379	 0.387	-0.859	  2.19	 -1.04	 0.226	
